name,url,alexa,baidu_s,baidu_pr,baidu_fl,rank,score
齐康网,qkang.com,127715,1,3,1,26396,1980
《凡人修仙传.OL》官方网站,fr.baiyou100.com,116317,5,5,30,26397,1980
中团网（广州站）,020.teambuy.com.cn,128917,1,4,162,26398,1980
福建省泉州第一中学,qzyz.com,814531,1,4,7,26399,1980
VST全聚合官方论坛 ,bbs.91vst.com,246833,1,0,14,26400,1980
宏发鑫,hongfaxin.com,--,4,1,25,26461,1978
MSN台湾,tw.msn.com,51,1,6,28,26462,1977
网易体育视频,v.sports.163.com,644,2,6,24,26463,1977
多玩C9官网第九大陆官网合作专区,c9.duowan.com,6372,3,5,10,26464,1977
辽阳赶集网,liaoyang.ganji.com,4270,2,5,38,26465,1977
武汉大学继续教育学院,cce.whu.edu.cn,4394,3,5,31,26466,1977
天津美团网,tj.meituan.com,1983,2,4,23,26467,1977
传奇归来官方网站,imir.sdo.com,8307,4,4,1,26468,1977
同花顺金融网原创频道,yuanchuang.10jqka.com.cn,5553,3,4,22,26469,1977
39健康自测,test.39.net,8985,5,5,71,26470,1977
攀西人才网,pxrc.com.cn,1261403,4,5,89,26431,1979
WooYun知识库 ,drops.wooyun.org,121070,1,2,36,26471,1977
美国福禄克（Fluke）- 中国官方网站,fluke.com.cn,1483343,4,4,112,26432,1979
乐橙商城官网,www.lechange.com,510631,3,0,0,26472,1977
瑞士美度表Mido官方网站,mido.cn,2085031,4,4,12,26433,1979
深圳音乐厅官方网站,szyyt.com,477072,3,5,19,26473,1977
杭州天堂伞业集团有限公司,ebumbrella.com,2867603,4,3,15,26434,1979
丽江政务网,lijiang.gov.cn,12521872,4,5,158,26435,1979
我是电影通,cocodyy.com,512224,4,0,2,26474,1977
我要租铺网,51zupu.com,17174745,4,4,276,26436,1979
华数集团官方网站,wasu.com.cn,912749,4,5,84,26475,1977
肇庆赶集网,zhaoqing.ganji.com,4270,2,5,66,26437,1978
广州统计信息网,gzstats.gov.cn,922715,3,6,26,26476,1977
吉安赶集网,jian.ganji.com,4270,2,5,34,26438,1978
江苏人大网,www.jsrd.gov.cn,1361002,4,6,93,26477,1977
和讯信托,trust.hexun.com,1719,4,6,43,26439,1978
天天在线,116.com.cn,2487680,4,6,74,26478,1977
学而思网校官方论坛,bbs.xueersi.com,11214,2,5,6,26440,1978
汶上县人力资源和社会保障局,wsrsj.com,3089359,4,3,15,26479,1977
同花顺牛叉诊股,doctor.10jqka.com.cn,5553,4,5,8,26441,1978
中国阜新门户网站,fuxin.gov.cn,4609068,4,6,190,26480,1977
怀化天气预报,huaihua.tianqi.com,10918,5,3,21,26442,1978
龙游信息天地,lyrt.com.cn,5673410,4,4,49,26481,1977
六安天气预报,luan.tianqi.com,10918,5,4,16,26443,1978
阿里健康,alijk.com,--,4,0,83,26482,1977
孝感天气预报,xiaogan.tianqi.com,10918,5,4,28,26444,1978
新浪军事论坛,club.mil.news.sina.com.cn,18,1,6,7,26483,1976
拿福能中国,nuffnang.com.cn,82698,1,3,9,26445,1978
中部崛起网,midchina.xinhuanet.com,116,1,6,38,26484,1976
 西园影院,ksxyyc.com,1354797,2,3,3,26446,1978
余杭19楼,yuhang.19lou.com,5598,3,5,81,26485,1976
麦讯网,mxun.com,336501,1,4,17,26447,1978
赶场网,ganchang.cn,527382,3,3,5049,26448,1978
广西天气,gx.weather.com.cn,13013,4,6,29,26486,1976
汉中天气预报,hanzhong.tianqi.com,10918,5,4,20,26487,1976
军事小说网,jsnovel.com,666991,4,4,13,26449,1978
天津贵金属交易所,tjpme.com,1180151,3,5,609,26450,1978
延安天气预报,yanan.tianqi.com,10918,5,4,17,26488,1976
美莱医疗美容医院,mylike.com,1419994,4,1,19,26451,1978
海报时尚网-时尚品牌频道,brand.haibao.com,29973,2,5,20,26489,1976
西安交通大学城市学院,xjtucc.cn,2386493,4,5,24,26455,1978
和田信息网,xjht.gov.cn,2559533,3,6,90,26456,1978
山西传媒学院,arft.net,2748081,4,5,37,26457,1978
猎奇吧,iyule.cc,3012292,4,0,9,26458,1978
来凤百姓网,lfbxw.com,3077423,4,3,13,26459,1978
作家在线,www.zuojiachubanshe.com,3243629,2,0,38,26460,1978
兴国县人民政府门户网站,xingguo.gov.cn,2147641,4,5,78,26453,1978
全球品牌畜牧网,ppxmw.com,2303428,4,3,602,26454,1978
qq个性签名大全,qianming.vipyl.com,90598,1,4,173,26490,1976
广州工商学院,gzgs.org.cn,2006525,4,4,22,26452,1978
毕加展览官网,bijiasso.com,1256664,2,3,63,26551,1974
免费空间,free.3v.do,354037,5,0,494,26552,1974
橘子头影视资料库,juzitou.com,9978386,2,0,40,26553,1974
一分网 ,yifen.com,552968,2,3,197,26554,1974
ZGL自行车产品官方网站 ,carbonbiking.com,19061227,3,3,6,26555,1974
新视觉影院,www.yyy6080.com,804615,4,0,4,26556,1974
玛吉斯轮胎,cst.com.cn,1060069,4,4,21,26557,1974
弘毅投资,honycapital.com,1333330,4,5,38,26558,1974
中航工业西安飞机工业(集团)有限责任公司,xac.com.cn,2363320,3,6,20,26559,1974
仁和海外移民官网,www.rhvisa.com,3201598,4,0,29,26560,1974
猫诚电商,morefood.com,3484064,4,0,16,26561,1974
苏州信息职业技术学院,szitu.cn,5977463,4,5,12,26562,1974
中国台山政府网,cnts.gov.cn,10238005,4,4,227,26563,1974
北京密云,www.bjmy.gov.cn,12801730,4,6,295,26564,1974
望子成龙学校官方网站,wzclxx.com,18109676,4,5,59,26565,1974
小城东港论坛,bbs0415.com,24239876,4,3,11,26566,1974
广西政法管理干部学院,www.gxzfxy.cn,24525844,2,0,41,26567,1974
长兴岛生活网,0411cxd.com,30283745,4,2,25,26568,1974
盘锦新浪乐居,panjin.house.sina.com.cn,18,1,6,4,26569,1973
优酷亲子频道,baby.youku.com,1692,1,7,58,26570,1973
NBA百科,nba.baike.com,641,2,2,4,26571,1973
白山赶集网,baishan.ganji.com,4270,2,5,27,26572,1973
去哪儿中国南方航空专区,csair.qunar.com,5415,2,5,857,26573,1973
东营天气预报,dongying.tianqi.com,10918,5,4,23,26574,1973
网络电视,tv.mumayi.net,37652,6,5,4,26575,1973
中国海峡人才网,app.hxrc.com,57557,3,6,13,26576,1973
一网玩天下,1wwtx.com,128763,1,3,51,26577,1973
团购王,go.cn,490617,1,5,619,26578,1973
宜搜小说搜索,book.easou.com,1036688,5,4,113,26579,1973
华东交通大学日新网,ecjtu.net,4135310,1,5,57,26580,1973
中国艺考网,798edu.com,1116294,1,5,165,26581,1973
《全球使命2》官方网站,qqsm.zygames.com,138543,4,5,16,26582,1973
酷素材,coolsc.net,281673,2,5,85,26583,1973
E网素材库,web07.cn,516882,2,4,50,26584,1973
158card海外游戏点卡网,158card.com,1638997,2,2,6,26585,1973
生活家宝洁会员俱乐部,shenghuojia.com,1574820,2,0,19,26586,1973
广东文艺职业学院,www.gdla.edu.cn,696088,2,5,9,26587,1973
嘀咕网,digu.com,2455507,2,5,1957,26588,1973
西南科技大学继续教育网,swust.net.cn,936324,4,4,49,26589,1973
贝恩公司,www.bain.cn,1052454,3,0,4,26590,1973
公牛插座官网,gongniuchazuo.com.cn,1459078,4,0,18,26591,1973
汕头市公安局,gdst110.gov.cn,1789718,3,0,111,26592,1973
济宁医学院,jnmc.edu.cn,1861216,4,5,56,26593,1973
OCN东方有线,scn.com.cn,1901767,2,5,5,26594,1973
江西农业大学南昌商学院,ncsxy.com,2163003,4,0,12,26595,1973
中国美术协会网,caaan.cn,2243485,2,6,307,26596,1973
抚州招聘网,fzzpw.net,3216289,2,3,47,26597,1973
合肥一六八中学,hf168.net,15338551,4,5,19,26598,1973
菲尼克斯电气,phoenixcontact.com.cn,18377571,4,5,78,26599,1973
亚泰集团,www.yatai.com,19935837,2,0,43,26600,1973
枪林弹雨官方网站,qldy.qq.com,8,1,0,4,26601,1972
强国博客,qgblog.people.com.cn,310,1,7,53,26602,1972
500彩票网竞彩频道,jingcai.500.com,8974,4,4,2,26607,1972
多玩游戏网QQ仙灵官网合作站,qqxl.duowan.com,6372,3,5,7,26604,1972
和讯股票行情频道,quote.stock.hexun.com,1719,3,5,70,26605,1972
东营房产超市网,dy.fccs.com,16172,3,4,273,26606,1972
唐朝历史百科,tangchao.baike.com,641,2,3,0,26603,1972
28商机问答,wen.28.com,43453,3,3,5,26608,1972
宝宝地带亲子网育儿论坛,bbs.ibabyzone.cn,15115,4,5,79,26609,1972
阜新天气预报,fuxin.tianqi.com,10918,5,4,13,26610,1972
北京华图教育,bj.huatu.com,15482,4,5,118,26641,1971
舟山天气预报,zhoushan.tianqi.com,10918,5,4,22,26642,1971
太傻超级论坛,bbs.taisha.org,12540,4,5,56,26643,1971
河南大学招生信息网,zs.henu.edu.cn,70356,3,5,8,26644,1971
爱美女性网情感,emotion.lady8844.com,54496,4,4,25,26645,1971
中国蛋鸡肉鸡网,danji.com.cn,79616,1,4,42,26646,1971
景津环保,jingjin.org,4904513,1,0,14,26647,1971
美国地图,america.map456.com,861754,4,2,0,26648,1971
思加图官网,www.staccato.com,1313871,4,0,9,26649,1971
漫友网,comicfans.net,3966999,2,6,116,26650,1971
惠品折,huipinzhe.com,46555,2,0,353,26651,1971
北大未名BBS,bdwm.net,86370,4,7,51,26652,1971
乐收推广 ,site.leshou.com,31035,1,3,103,26611,1972
江西人才人事网,jxrencai.com,509667,1,6,486,26612,1972
四川文化艺术学院,cymy.edu.cn,1760348,4,5,22,26653,1971
好作文网 ,zw.eywedu.com,104754,2,3,23,26613,1972
素描网,sumiao.net,1904143,3,2,70,26654,1971
心动言情网,xdyqw.com,278395,1,5,258,26614,1972
建业地产股份有限公司,jianye.com.cn,2052712,4,5,204,26655,1971
会声会影爱好者论坛,hshy.net,589910,2,4,4,26615,1972
欧宝丽珠宝网,obolee.com,2103996,4,4,813,26656,1971
学车易,xuecheyi.com,561781,3,0,23,26616,1972
掌通家园,51110.com,2188483,4,0,14,26657,1971
搜搜吧,soso021.com,1375557,2,2,21,26617,1972
魔法现金,www.aladingbank.com,2317030,3,0,0,26658,1971
中颖电子,sinowealth.com,3497012,3,4,19,26618,1972
阳新新阳网,435200.com,2642292,4,2,100,26659,1971
世茂集团,shimaogroup.com,673446,4,5,121,26619,1972
四季青,sjq.cn,2672257,4,4,132,26660,1971
别墅网,bieshu.com,1193685,4,3,185,26620,1972
广东人才培训网,ca163.net,3107689,2,4,27,26661,1971
中影国际影城,cfc.com.cn,1308101,3,3,5,26621,1972
中国湖口,hukou.gov.cn,4011390,3,5,38,26662,1971
珠海机场,zhairport.com,1312266,3,5,47,26622,1972
北京红星股份有限公司,redstarwine.com,4493823,4,4,28,26663,1971
浙江水利,zjwater.com,1907788,4,6,129,26623,1972
鸟叫声网,1380898.com,11795386,4,0,25,26664,1971
百业网,baiye5.com,15906868,4,0,4397,26665,1971
北京京客隆商业集团股份有限公司,jkl.com.cn,2042323,3,3,8,26624,1972
黄石信息港,435000.com,29233176,4,4,26,26666,1971
MBA加油站,mbajyz.com,2470886,4,4,41,26625,1972
七骑士官方网站,qqs.qq.com,8,1,0,1,26667,1970
江西南昌人才网,ncrcw.com.cn,3900907,2,4,71,26626,1972
邵阳赶集网,shaoyang.ganji.com,4270,2,5,43,26668,1970
北京音乐厅官网,bjconcerthall.cn,3933374,3,6,13,26627,1972
17173魔力宝贝专区,cg.17173.com,2129,4,3,3,26669,1970
南京集红堂化妆学校,www.njjht.com,4090646,2,0,42,26628,1972
辽阳百姓网,liaoyang.baixing.com,5457,4,5,26,26670,1970
青岛黄海学院,huanghaicollege.com,4637223,4,6,40,26629,1972
东凤铝铝业有限公司,fenglu-alu.com,4661919,4,3,92,26630,1972
中国奉节网,xfjw.net,27237027,4,5,150,26631,1972
松原赶集网,songyuan.ganji.com,4270,2,5,22,26632,1971
 保定吉屋网,baoding.jiwu.com,1900,2,4,29,26633,1971
去哪儿网火车票频道,hao123.train.qunar.com,5415,3,2,2,26634,1971
大连房产新闻,news.dl.fang.com,3096,2,0,863,26635,1971
大众论坛,club.dzwww.com,6352,1,5,56,26636,1971
中国钢铁人才网,steel.baidajob.com,12024,2,5,82,26637,1971
南通百姓网,nantong.baixing.com,5457,4,5,58,26638,1971
性交姿势大全 ,sex.51240.com,7200,5,3,1,26639,1971
登录开心网,login.kaixin001.com,13094,4,6,7,26640,1971
爱卡汽车二手车交易平台,used.xcar.com.cn,29862,3,6,101,26671,1970
岳阳天气预报,yueyang.tianqi.com,10918,5,4,19,26672,1970
范文九九网,www.fanwen99.cn,49897,1,0,0,26673,1970
苏教版高中语文教学网,oldq.com.cn,591964,1,4,65,26674,1970
网名吧,jfdown.com,522198,2,2,231,26675,1970
火花塞之家,www.huohuasai.org.cn,686607,4,0,30,26676,1970
中国通号网,crsc.com.cn,1450398,4,5,17,26677,1970
国家保密科技测评中心,isstec.org.cn,1675433,3,5,42,26678,1970
阿姨来了,ayilaile.com,1857533,4,0,9,26679,1970
立白集团官网,www.liby.com.cn,1960802,4,4,53,26680,1970
职业资格考试,zgks.org,2034511,2,5,199,26681,1970
哈尔滨哈飞汽车工业集团有限公司,hafeiauto.com.cn,245633,1,5,73,26701,1969
南宁住房公积金管理中心区直分中心,gxqzgjjfzx.com,2159062,4,4,12,26682,1970
惠天听书网,httingshu.com,156929,1,0,35,26702,1969
中国建设监理协会,caec-china.org.cn,2551107,4,0,25,26683,1970
ape无损音乐,deepms.net,200093,2,1,12,26703,1969
搜房家居商城,shop.jiatx.com,701915,2,6,806,26704,1969
中安信业,zac.cn,4318246,4,4,21,26684,1970
罗牛山,luoniushan.com,4457824,4,5,15,26685,1970
河套学院,hetaodaxue.com,28545177,3,2,29,26705,1969
长沙中联泵业有限公司,zlpumps.com,4784847,4,3,166,26686,1970
TencentOS官网,tos.cn,555617,3,0,76,26706,1969
成都国色天香游乐园,gstxdpxt.com,2375498,4,3,10,26707,1969
7060手机电影,7060.com,4874023,4,5,197,26687,1970
中国工程咨询网,cnaec.com.cn,2501568,3,7,283,26708,1969
广西福彩官网,gxcaipiao.com.cn,4879683,4,5,118,26688,1970
安捷财富,haoinvest.com,3310147,3,0,107,26709,1969
滨州职业学院,edubzvc.com.cn,5076578,3,5,25,26689,1970
济南轻骑铃木,qssuzuki.com.cn,3440140,4,4,20,26710,1969
东方斯卡拉官方网站,dfscala.com,9119146,3,0,2,26690,1970
中国南平,np.gov.cn,3550144,4,6,284,26711,1969
成都市城乡建设委员会,www.cdcc.gov.cn,16247953,3,5,76,26691,1970
中搜网络,www.zhongsou.cn,3960704,2,0,10186,26712,1969
华菱集团,chinavalin.com,22605211,4,4,29,26692,1970
涟水网,0517w.com,5424919,4,4,115,26713,1969
论坛,bbs.sports.qq.com,8,1,5,25,26714,1968
腾讯房产淮南站,huainan.house.qq.com,8,1,5,10,26693,1969
内江赶集网,neijiang.ganji.com,4270,2,5,41,26715,1968
忻州赶集网,xinzhou.ganji.com,4270,2,5,24,26694,1969
西宁百姓网,xining.baixing.com,5457,4,5,39,26716,1968
乐搜,so.56.com,7505,2,3,8374,26695,1969
河北人事考试网,he.huatu.com,15482,4,5,72,26717,1968
中国邮政报刊订阅网,bk.11185.cn,20802,4,6,60,26696,1969
中国经济网时尚频道,fashion.ce.cn,13221,4,6,149,26718,1968
潍坊安全教育平台,weifang.safetree.com.cn,36193,4,0,0,26697,1969
圣才学习网英语学习,yingyu.100xuexi.com,37832,2,3,5,26719,1968
宁波城建论坛,bbs.nbuc.net,112984,1,0,3,26698,1969
谍中谍小说网,dzdxs.net,126643,1,0,0,26720,1968
 爱链网,ilian.com.cn,150833,1,4,1009,26699,1969
初高中语文123资源网,yuwen123.com,257670,1,4,50,26721,1968
天玑科技,www.dnt.com.cn,280044,1,0,4,26700,1969
全城热动,r021.com,663840,1,4,196,26722,1968
BT之家,btbbt.com,370437,1,4,68,26723,1968
屋顶发电网,wudingfadian.com,461902,2,2,34,26724,1968
亚洲CI网,asiaci.com,2052664,2,4,158,26725,1968
南大光电,natachem.com,23432462,2,0,7,26726,1968
牛A网页游戏,niua.com,1328891,4,4,109,26727,1968
郑州房产租凭网,zzfdc.gov.cn,1405091,4,6,113,26728,1968
中国林业科学研究院,caf.ac.cn,2153701,4,5,104,26729,1968
瑞安市人民医院,rahos.gov.cn,2473004,3,6,2,26730,1968
江西文明网,jxwmw.cn,2856608,4,3,770,26731,1968
镇江人才在线,hrol.cn,3145650,4,5,157,26732,1968
东方希望集团有限公司,easthope.cn,3345988,4,5,21,26733,1968
实达官网,itep.com.cn,3818042,3,4,41,26734,1968
魅力广德网,gd563.com,4120707,3,3,189,26735,1968
兰芝官网,laneige.com.cn,4762619,4,5,25,26736,1968
武侠小说网,wuxia.name,4928397,3,1,13,26737,1968
潜江新闻网,cnqjw.com,5694718,4,5,1570,26738,1968
水密码官方网站,wetcode.com.cn,8346265,4,3,6,26739,1968
时风集团,shifeng.com.cn,24473327,4,4,61,26740,1968
京东Gap官方旗舰店,gap.jd.com,19,1,0,0,26741,1967
17173上古世纪专区,age.17173.com,2129,3,5,20,26742,1967
巴士逆战合作专区,nz.tgbus.com,2285,3,5,46,26743,1967
无锡搜房网 房天下,wuxi.fang.com,3096,4,0,23631,26744,1967
德清新闻网,dqnews.zjol.com.cn,6872,3,6,66,26745,1967
中国庆元网,qynews.zjol.com.cn,6872,3,5,60,26746,1967
深圳华图,shenzhen.huatu.com,15482,4,5,34,26747,1967
妆点网生活频道,life.zdface.com,29862,5,5,23,26748,1967
16K小说网,16kbook.org,345642,1,0,6,26749,1967
深圳保障房网,0755bzf.com,686100,1,4,34,26750,1967
上海展会,shfair.org.cn,2853030,1,5,78,26751,1967
蘇打綠官方網站 ,sodagreen.com,1190788,2,4,0,26752,1967
易企微微信编辑器,bjq.e7wei.cn,501131,2,0,17,26753,1967
大连精品楼盘网,dllp.cn,118379,1,6,154,26754,1967
脚印,myjy.com,2599660,2,4,18,26755,1967
现在支付,ipaynow.cn,398695,2,0,3,26756,1967
集和,bicobrand.com,1500102,3,4,14,26757,1967
厦门大学附属成功医院,174yy.cn,2556196,4,0,4,26758,1967
莱克电气,www.lexy.cn,2821416,3,4,11,26759,1967
荆楚人才网,jingchurc.com,2918597,3,4,202,26760,1967
东海生活网,aidonghai.com,2030176,4,0,4919,26791,1966
美食天下菜谱网,6a8a.com,2787113,4,2,9,26792,1966
行知中学,www.xzhs.org,3057698,3,0,3,26793,1966
吴裕泰茶业官网,wuyutai.com,4381555,3,4,129,26794,1966
榆林新闻网,xyl.gov.cn,4670365,4,5,157,26795,1966
萧山招聘网,057191.com,4679551,4,3,86,26796,1966
鹏华基金管理有限公司,phfund.com.cn,--,4,6,110,26797,1966
搜狐青岛汽车网站,qingdao.auto.sohu.com,14,1,5,13,26798,1965
真维斯时尚旗舰店,jeanswestfashion.tmall.com,13,1,3,2,26799,1965
遂宁赶集网,suining.ganji.com,4270,2,5,41,26800,1965
潮州赶集网,chaozhou.ganji.com,4270,2,5,62,26801,1965
苏宁众筹官网,zc.suning.com,6140,4,0,12,26802,1965
岱山新闻网,dsnews.zjol.com.cn,6872,3,5,75,26803,1965
山东大学学生就业与发展信息网,job.sdu.edu.cn,8190,4,6,17,26804,1965
江门百姓网,jiangmen.baixing.com,5457,4,5,39,26805,1965
澳客网双色球,shuangseqiu.okooo.com,18918,2,5,8,26806,1965
